time,module,action
124.0077,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
124.0077,PROCEDURAL,CONFLICT RESOLUTION
124.0077,PROCEDURAL,NO RULE FOUND
124.0622,g2,CREATED A CHUNK: image(img=  )
124.0622,PROCEDURAL,CONFLICT RESOLUTION
124.0622,PROCEDURAL,RULE SELECTED: ignore_non_A
124.1122,PROCEDURAL,RULE FIRED: ignore_non_A
124.1122,g,MODIFIED
124.1122,PROCEDURAL,CONFLICT RESOLUTION
124.1122,PROCEDURAL,RULE SELECTED: reset_goal
124.1622,PROCEDURAL,RULE FIRED: reset_goal
124.1622,g,MODIFIED
124.1622,PROCEDURAL,CONFLICT RESOLUTION
124.1622,PROCEDURAL,RULE SELECTED: encode_letter
124.2122,PROCEDURAL,RULE FIRED: encode_letter
124.2122,g,MODIFIED
124.2122,g2,CLEARED
124.2122,PROCEDURAL,CONFLICT RESOLUTION
124.2122,PROCEDURAL,NO RULE FOUND
124.4122,g2,CREATED A CHUNK: image(img= A)
124.4122,PROCEDURAL,CONFLICT RESOLUTION
124.4122,PROCEDURAL,RULE SELECTED: respond_to_A
124.4622,PROCEDURAL,RULE FIRED: respond_to_A
124.4622,g,MODIFIED
124.4622,manual,COMMAND: press_key
124.4622,manual,PREPARATION COMPLETE
124.4622,PROCEDURAL,CONFLICT RESOLUTION
124.4622,PROCEDURAL,RULE SELECTED: reset_goal
124.5122,manual,INITIATION COMPLETE
124.5122,PROCEDURAL,RULE FIRED: reset_goal
124.5122,g,MODIFIED
124.5122,PROCEDURAL,CONFLICT RESOLUTION
124.5122,PROCEDURAL,RULE SELECTED: encode_letter
124.5622,PROCEDURAL,RULE FIRED: encode_letter
124.5622,g,MODIFIED
124.5622,g2,CLEARED
124.5622,PROCEDURAL,CONFLICT RESOLUTION
124.5622,PROCEDURAL,NO RULE FOUND
124.6122,manual,KEY PRESSED: 1
124.6122,PROCEDURAL,CONFLICT RESOLUTION
124.6122,PROCEDURAL,NO RULE FOUND
124.7622,manual,MOVEMENT FINISHED
124.7622,g2,CREATED A CHUNK: image(img= A)
124.7622,PROCEDURAL,CONFLICT RESOLUTION
124.7622,PROCEDURAL,RULE SELECTED: respond_to_A
124.8122,PROCEDURAL,RULE FIRED: respond_to_A
124.8122,g,MODIFIED
124.8122,manual,COMMAND: press_key
124.8122,manual,PREPARATION COMPLETE
124.8122,PROCEDURAL,CONFLICT RESOLUTION
124.8122,PROCEDURAL,RULE SELECTED: reset_goal
124.8622,manual,INITIATION COMPLETE
124.8622,PROCEDURAL,RULE FIRED: reset_goal
124.8622,g,MODIFIED
124.8622,PROCEDURAL,CONFLICT RESOLUTION
124.8622,PROCEDURAL,RULE SELECTED: encode_letter
124.9122,PROCEDURAL,RULE FIRED: encode_letter
124.9122,g,MODIFIED
124.9122,g2,CLEARED
124.9122,PROCEDURAL,CONFLICT RESOLUTION
124.9122,PROCEDURAL,NO RULE FOUND
124.9622,manual,KEY PRESSED: 1
124.9622,PROCEDURAL,CONFLICT RESOLUTION
124.9622,PROCEDURAL,NO RULE FOUND
125.0,PROCEDURAL,CONFLICT RESOLUTION
125.0,PROCEDURAL,NO RULE FOUND
125.0102,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
125.0102,PROCEDURAL,CONFLICT RESOLUTION
125.0102,PROCEDURAL,NO RULE FOUND
125.1122,manual,MOVEMENT FINISHED
125.1122,g2,CREATED A CHUNK: image(img= A)
125.1122,PROCEDURAL,CONFLICT RESOLUTION
125.1122,PROCEDURAL,RULE SELECTED: respond_to_A
125.1622,PROCEDURAL,RULE FIRED: respond_to_A
125.1622,g,MODIFIED
125.1622,manual,COMMAND: press_key
125.1622,manual,PREPARATION COMPLETE
125.1622,PROCEDURAL,CONFLICT RESOLUTION
125.1622,PROCEDURAL,RULE SELECTED: reset_goal
125.2122,manual,INITIATION COMPLETE
125.2122,PROCEDURAL,RULE FIRED: reset_goal
125.2122,g,MODIFIED
125.2122,PROCEDURAL,CONFLICT RESOLUTION
125.2122,PROCEDURAL,RULE SELECTED: encode_letter
125.2622,PROCEDURAL,RULE FIRED: encode_letter
125.2622,g,MODIFIED
125.2622,g2,CLEARED
125.2622,PROCEDURAL,CONFLICT RESOLUTION
125.2622,PROCEDURAL,NO RULE FOUND
125.3122,manual,KEY PRESSED: 1
125.3122,PROCEDURAL,CONFLICT RESOLUTION
125.3122,PROCEDURAL,NO RULE FOUND
125.4622,manual,MOVEMENT FINISHED
125.4622,g2,CREATED A CHUNK: image(img=  )
125.4622,PROCEDURAL,CONFLICT RESOLUTION
125.4622,PROCEDURAL,RULE SELECTED: ignore_non_A
125.5122,PROCEDURAL,RULE FIRED: ignore_non_A
125.5122,g,MODIFIED
125.5122,PROCEDURAL,CONFLICT RESOLUTION
125.5122,PROCEDURAL,RULE SELECTED: reset_goal
125.5622,PROCEDURAL,RULE FIRED: reset_goal
125.5622,g,MODIFIED
125.5622,PROCEDURAL,CONFLICT RESOLUTION
125.5622,PROCEDURAL,RULE SELECTED: encode_letter
125.6122,PROCEDURAL,RULE FIRED: encode_letter
125.6122,g,MODIFIED
125.6122,g2,CLEARED
125.6122,PROCEDURAL,CONFLICT RESOLUTION
125.6122,PROCEDURAL,NO RULE FOUND
125.8122,g2,CREATED A CHUNK: image(img=  )
125.8122,PROCEDURAL,CONFLICT RESOLUTION
125.8122,PROCEDURAL,RULE SELECTED: ignore_non_A
125.8622,PROCEDURAL,RULE FIRED: ignore_non_A
125.8622,g,MODIFIED
125.8622,PROCEDURAL,CONFLICT RESOLUTION
125.8622,PROCEDURAL,RULE SELECTED: reset_goal
125.9122,PROCEDURAL,RULE FIRED: reset_goal
125.9122,g,MODIFIED
125.9122,PROCEDURAL,CONFLICT RESOLUTION
125.9122,PROCEDURAL,RULE SELECTED: encode_letter
125.9622,PROCEDURAL,RULE FIRED: encode_letter
125.9622,g,MODIFIED
125.9622,g2,CLEARED
125.9622,PROCEDURAL,CONFLICT RESOLUTION
125.9622,PROCEDURAL,NO RULE FOUND
126.0,PROCEDURAL,CONFLICT RESOLUTION
126.0,PROCEDURAL,NO RULE FOUND
126.0054,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= O)"
126.0054,PROCEDURAL,CONFLICT RESOLUTION
126.0054,PROCEDURAL,NO RULE FOUND
126.1622,g2,CREATED A CHUNK: image(img=  )
126.1622,PROCEDURAL,CONFLICT RESOLUTION
126.1622,PROCEDURAL,RULE SELECTED: ignore_non_A
126.2122,PROCEDURAL,RULE FIRED: ignore_non_A
126.2122,g,MODIFIED
126.2122,PROCEDURAL,CONFLICT RESOLUTION
126.2122,PROCEDURAL,RULE SELECTED: reset_goal
126.2622,PROCEDURAL,RULE FIRED: reset_goal
126.2622,g,MODIFIED
126.2622,PROCEDURAL,CONFLICT RESOLUTION
126.2622,PROCEDURAL,RULE SELECTED: encode_letter
126.3122,PROCEDURAL,RULE FIRED: encode_letter
126.3122,g,MODIFIED
126.3122,g2,CLEARED
126.3122,PROCEDURAL,CONFLICT RESOLUTION
126.3122,PROCEDURAL,NO RULE FOUND
126.5122,g2,CREATED A CHUNK: image(img= O)
126.5122,PROCEDURAL,CONFLICT RESOLUTION
126.5122,PROCEDURAL,RULE SELECTED: ignore_non_A
126.5622,PROCEDURAL,RULE FIRED: ignore_non_A
126.5622,g,MODIFIED
126.5622,PROCEDURAL,CONFLICT RESOLUTION
126.5622,PROCEDURAL,RULE SELECTED: reset_goal
126.6122,PROCEDURAL,RULE FIRED: reset_goal
126.6122,g,MODIFIED
126.6122,PROCEDURAL,CONFLICT RESOLUTION
126.6122,PROCEDURAL,RULE SELECTED: encode_letter
126.6622,PROCEDURAL,RULE FIRED: encode_letter
126.6622,g,MODIFIED
126.6622,g2,CLEARED
126.6622,PROCEDURAL,CONFLICT RESOLUTION
126.6622,PROCEDURAL,NO RULE FOUND
126.8622,g2,CREATED A CHUNK: image(img= O)
126.8622,PROCEDURAL,CONFLICT RESOLUTION
126.8622,PROCEDURAL,RULE SELECTED: ignore_non_A
126.9122,PROCEDURAL,RULE FIRED: ignore_non_A
126.9122,g,MODIFIED
126.9122,PROCEDURAL,CONFLICT RESOLUTION
126.9122,PROCEDURAL,RULE SELECTED: reset_goal
126.9622,PROCEDURAL,RULE FIRED: reset_goal
126.9622,g,MODIFIED
126.9622,PROCEDURAL,CONFLICT RESOLUTION
126.9622,PROCEDURAL,RULE SELECTED: encode_letter
127.0122,PROCEDURAL,RULE FIRED: encode_letter
127.0122,g,MODIFIED
127.0122,g2,CLEARED
127.0122,PROCEDURAL,CONFLICT RESOLUTION
127.0122,PROCEDURAL,NO RULE FOUND
127.0126,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
127.0126,PROCEDURAL,CONFLICT RESOLUTION
127.0126,PROCEDURAL,NO RULE FOUND
127.2122,g2,CREATED A CHUNK: image(img= O)
127.2122,PROCEDURAL,CONFLICT RESOLUTION
127.2122,PROCEDURAL,RULE SELECTED: ignore_non_A
127.2622,PROCEDURAL,RULE FIRED: ignore_non_A
127.2622,g,MODIFIED
127.2622,PROCEDURAL,CONFLICT RESOLUTION
127.2622,PROCEDURAL,RULE SELECTED: reset_goal
127.3122,PROCEDURAL,RULE FIRED: reset_goal
127.3122,g,MODIFIED
127.3122,PROCEDURAL,CONFLICT RESOLUTION
127.3122,PROCEDURAL,RULE SELECTED: encode_letter
127.3622,PROCEDURAL,RULE FIRED: encode_letter
127.3622,g,MODIFIED
127.3622,g2,CLEARED
127.3622,PROCEDURAL,CONFLICT RESOLUTION
127.3622,PROCEDURAL,NO RULE FOUND
127.5622,g2,CREATED A CHUNK: image(img=  )
127.5622,PROCEDURAL,CONFLICT RESOLUTION
127.5622,PROCEDURAL,RULE SELECTED: ignore_non_A
127.6122,PROCEDURAL,RULE FIRED: ignore_non_A
127.6122,g,MODIFIED
127.6122,PROCEDURAL,CONFLICT RESOLUTION
127.6122,PROCEDURAL,RULE SELECTED: reset_goal
127.6622,PROCEDURAL,RULE FIRED: reset_goal
127.6622,g,MODIFIED
127.6622,PROCEDURAL,CONFLICT RESOLUTION
127.6622,PROCEDURAL,RULE SELECTED: encode_letter
127.7122,PROCEDURAL,RULE FIRED: encode_letter
127.7122,g,MODIFIED
127.7122,g2,CLEARED
127.7122,PROCEDURAL,CONFLICT RESOLUTION
127.7122,PROCEDURAL,NO RULE FOUND
127.9122,g2,CREATED A CHUNK: image(img=  )
127.9122,PROCEDURAL,CONFLICT RESOLUTION
127.9122,PROCEDURAL,RULE SELECTED: ignore_non_A
127.9622,PROCEDURAL,RULE FIRED: ignore_non_A
127.9622,g,MODIFIED
127.9622,PROCEDURAL,CONFLICT RESOLUTION
127.9622,PROCEDURAL,RULE SELECTED: reset_goal
128.0061,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
128.0122,PROCEDURAL,RULE FIRED: reset_goal
128.0122,g,MODIFIED
128.0122,PROCEDURAL,CONFLICT RESOLUTION
128.0122,PROCEDURAL,RULE SELECTED: encode_letter
128.0622,PROCEDURAL,RULE FIRED: encode_letter
128.0622,g,MODIFIED
128.0622,g2,CLEARED
128.0622,PROCEDURAL,CONFLICT RESOLUTION
128.0622,PROCEDURAL,NO RULE FOUND
128.2622,g2,CREATED A CHUNK: image(img= A)
128.2622,PROCEDURAL,CONFLICT RESOLUTION
128.2622,PROCEDURAL,RULE SELECTED: respond_to_A
128.3122,PROCEDURAL,RULE FIRED: respond_to_A
128.3122,g,MODIFIED
128.3122,manual,COMMAND: press_key
128.3122,manual,PREPARATION COMPLETE
128.3122,PROCEDURAL,CONFLICT RESOLUTION
128.3122,PROCEDURAL,RULE SELECTED: reset_goal
128.3622,manual,INITIATION COMPLETE
128.3622,PROCEDURAL,RULE FIRED: reset_goal
128.3622,g,MODIFIED
128.3622,PROCEDURAL,CONFLICT RESOLUTION
128.3622,PROCEDURAL,RULE SELECTED: encode_letter
128.4122,PROCEDURAL,RULE FIRED: encode_letter
128.4122,g,MODIFIED
128.4122,g2,CLEARED
128.4122,PROCEDURAL,CONFLICT RESOLUTION
128.4122,PROCEDURAL,NO RULE FOUND
128.4622,manual,KEY PRESSED: 1
128.4622,PROCEDURAL,CONFLICT RESOLUTION
128.4622,PROCEDURAL,NO RULE FOUND
128.6122,manual,MOVEMENT FINISHED
128.6122,g2,CREATED A CHUNK: image(img= A)
128.6122,PROCEDURAL,CONFLICT RESOLUTION
128.6122,PROCEDURAL,RULE SELECTED: respond_to_A
128.6622,PROCEDURAL,RULE FIRED: respond_to_A
128.6622,g,MODIFIED
128.6622,manual,COMMAND: press_key
128.6622,manual,PREPARATION COMPLETE
128.6622,PROCEDURAL,CONFLICT RESOLUTION
128.6622,PROCEDURAL,RULE SELECTED: reset_goal
128.7122,manual,INITIATION COMPLETE
128.7122,PROCEDURAL,RULE FIRED: reset_goal
128.7122,g,MODIFIED
128.7122,PROCEDURAL,CONFLICT RESOLUTION
128.7122,PROCEDURAL,RULE SELECTED: encode_letter
128.7622,PROCEDURAL,RULE FIRED: encode_letter
128.7622,g,MODIFIED
128.7622,g2,CLEARED
128.7622,PROCEDURAL,CONFLICT RESOLUTION
128.7622,PROCEDURAL,NO RULE FOUND
128.8122,manual,KEY PRESSED: 1
128.8122,PROCEDURAL,CONFLICT RESOLUTION
128.8122,PROCEDURAL,NO RULE FOUND
128.9622,manual,MOVEMENT FINISHED
128.9622,g2,CREATED A CHUNK: image(img= A)
128.9622,PROCEDURAL,CONFLICT RESOLUTION
128.9622,PROCEDURAL,RULE SELECTED: respond_to_A
129.0078,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
129.0122,PROCEDURAL,RULE FIRED: respond_to_A
129.0122,g,MODIFIED
129.0122,manual,COMMAND: press_key
129.0122,manual,PREPARATION COMPLETE
129.0122,PROCEDURAL,CONFLICT RESOLUTION
129.0122,PROCEDURAL,RULE SELECTED: reset_goal
129.0622,manual,INITIATION COMPLETE
129.0622,PROCEDURAL,RULE FIRED: reset_goal
129.0622,g,MODIFIED
129.0622,PROCEDURAL,CONFLICT RESOLUTION
129.0622,PROCEDURAL,RULE SELECTED: encode_letter
129.1122,PROCEDURAL,RULE FIRED: encode_letter
129.1122,g,MODIFIED
129.1122,g2,CLEARED
129.1122,PROCEDURAL,CONFLICT RESOLUTION
129.1122,PROCEDURAL,NO RULE FOUND
129.1622,manual,KEY PRESSED: 1
129.1622,PROCEDURAL,CONFLICT RESOLUTION
129.1622,PROCEDURAL,NO RULE FOUND
129.3122,manual,MOVEMENT FINISHED
129.3122,g2,CREATED A CHUNK: image(img=  )
129.3122,PROCEDURAL,CONFLICT RESOLUTION
129.3122,PROCEDURAL,RULE SELECTED: ignore_non_A
129.3622,PROCEDURAL,RULE FIRED: ignore_non_A
129.3622,g,MODIFIED
129.3622,PROCEDURAL,CONFLICT RESOLUTION
129.3622,PROCEDURAL,RULE SELECTED: reset_goal
129.4122,PROCEDURAL,RULE FIRED: reset_goal
129.4122,g,MODIFIED
129.4122,PROCEDURAL,CONFLICT RESOLUTION
129.4122,PROCEDURAL,RULE SELECTED: encode_letter
129.4622,PROCEDURAL,RULE FIRED: encode_letter
129.4622,g,MODIFIED
129.4622,g2,CLEARED
129.4622,PROCEDURAL,CONFLICT RESOLUTION
129.4622,PROCEDURAL,NO RULE FOUND
129.6622,g2,CREATED A CHUNK: image(img=  )
129.6622,PROCEDURAL,CONFLICT RESOLUTION
129.6622,PROCEDURAL,RULE SELECTED: ignore_non_A
129.7122,PROCEDURAL,RULE FIRED: ignore_non_A
129.7122,g,MODIFIED
129.7122,PROCEDURAL,CONFLICT RESOLUTION
129.7122,PROCEDURAL,RULE SELECTED: reset_goal
129.7622,PROCEDURAL,RULE FIRED: reset_goal
129.7622,g,MODIFIED
129.7622,PROCEDURAL,CONFLICT RESOLUTION
129.7622,PROCEDURAL,RULE SELECTED: encode_letter
129.8122,PROCEDURAL,RULE FIRED: encode_letter
129.8122,g,MODIFIED
129.8122,g2,CLEARED
129.8122,PROCEDURAL,CONFLICT RESOLUTION
129.8122,PROCEDURAL,NO RULE FOUND
130.0,PROCEDURAL,CONFLICT RESOLUTION
130.0,PROCEDURAL,NO RULE FOUND
130.0122,g2,CREATED A CHUNK: image(img=  )
130.0122,PROCEDURAL,CONFLICT RESOLUTION
130.0122,PROCEDURAL,RULE SELECTED: ignore_non_A
130.0137,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
130.0622,PROCEDURAL,RULE FIRED: ignore_non_A
130.0622,g,MODIFIED
130.0622,PROCEDURAL,CONFLICT RESOLUTION
130.0622,PROCEDURAL,RULE SELECTED: reset_goal
130.1122,PROCEDURAL,RULE FIRED: reset_goal
130.1122,g,MODIFIED
130.1122,PROCEDURAL,CONFLICT RESOLUTION
130.1122,PROCEDURAL,RULE SELECTED: encode_letter
130.1622,PROCEDURAL,RULE FIRED: encode_letter
130.1622,g,MODIFIED
130.1622,g2,CLEARED
130.1622,PROCEDURAL,CONFLICT RESOLUTION
130.1622,PROCEDURAL,NO RULE FOUND
130.3622,g2,CREATED A CHUNK: image(img= A)
130.3622,PROCEDURAL,CONFLICT RESOLUTION
130.3622,PROCEDURAL,RULE SELECTED: respond_to_A
130.4122,PROCEDURAL,RULE FIRED: respond_to_A
130.4122,g,MODIFIED
130.4122,manual,COMMAND: press_key
130.4122,manual,PREPARATION COMPLETE
130.4122,PROCEDURAL,CONFLICT RESOLUTION
130.4122,PROCEDURAL,RULE SELECTED: reset_goal
130.4622,manual,INITIATION COMPLETE
130.4622,PROCEDURAL,RULE FIRED: reset_goal
130.4622,g,MODIFIED
130.4622,PROCEDURAL,CONFLICT RESOLUTION
130.4622,PROCEDURAL,RULE SELECTED: encode_letter
130.5122,PROCEDURAL,RULE FIRED: encode_letter
130.5122,g,MODIFIED
130.5122,g2,CLEARED
130.5122,PROCEDURAL,CONFLICT RESOLUTION
130.5122,PROCEDURAL,NO RULE FOUND
130.5622,manual,KEY PRESSED: 1
130.5622,PROCEDURAL,CONFLICT RESOLUTION
130.5622,PROCEDURAL,NO RULE FOUND
130.7122,manual,MOVEMENT FINISHED
130.7122,g2,CREATED A CHUNK: image(img= A)
130.7122,PROCEDURAL,CONFLICT RESOLUTION
130.7122,PROCEDURAL,RULE SELECTED: respond_to_A
130.7622,PROCEDURAL,RULE FIRED: respond_to_A
130.7622,g,MODIFIED
130.7622,manual,COMMAND: press_key
130.7622,manual,PREPARATION COMPLETE
130.7622,PROCEDURAL,CONFLICT RESOLUTION
130.7622,PROCEDURAL,RULE SELECTED: reset_goal
130.8122,manual,INITIATION COMPLETE
130.8122,PROCEDURAL,RULE FIRED: reset_goal
130.8122,g,MODIFIED
130.8122,PROCEDURAL,CONFLICT RESOLUTION
130.8122,PROCEDURAL,RULE SELECTED: encode_letter
130.8622,PROCEDURAL,RULE FIRED: encode_letter
130.8622,g,MODIFIED
130.8622,g2,CLEARED
130.8622,PROCEDURAL,CONFLICT RESOLUTION
130.8622,PROCEDURAL,NO RULE FOUND
130.9122,manual,KEY PRESSED: 1
130.9122,PROCEDURAL,CONFLICT RESOLUTION
130.9122,PROCEDURAL,NO RULE FOUND
131.0,PROCEDURAL,CONFLICT RESOLUTION
131.0,PROCEDURAL,NO RULE FOUND
131.0134,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
131.0134,PROCEDURAL,CONFLICT RESOLUTION
131.0134,PROCEDURAL,NO RULE FOUND
131.0622,manual,MOVEMENT FINISHED
131.0622,g2,CREATED A CHUNK: image(img= A)
131.0622,PROCEDURAL,CONFLICT RESOLUTION
131.0622,PROCEDURAL,RULE SELECTED: respond_to_A
131.1122,PROCEDURAL,RULE FIRED: respond_to_A
131.1122,g,MODIFIED
131.1122,manual,COMMAND: press_key
131.1122,manual,PREPARATION COMPLETE
131.1122,PROCEDURAL,CONFLICT RESOLUTION
131.1122,PROCEDURAL,RULE SELECTED: reset_goal
131.1622,manual,INITIATION COMPLETE
131.1622,PROCEDURAL,RULE FIRED: reset_goal
131.1622,g,MODIFIED
131.1622,PROCEDURAL,CONFLICT RESOLUTION
131.1622,PROCEDURAL,RULE SELECTED: encode_letter
131.2122,PROCEDURAL,RULE FIRED: encode_letter
131.2122,g,MODIFIED
131.2122,g2,CLEARED
131.2122,PROCEDURAL,CONFLICT RESOLUTION
131.2122,PROCEDURAL,NO RULE FOUND
131.2622,manual,KEY PRESSED: 1
131.2622,PROCEDURAL,CONFLICT RESOLUTION
131.2622,PROCEDURAL,NO RULE FOUND
131.4122,manual,MOVEMENT FINISHED
131.4122,g2,CREATED A CHUNK: image(img=  )
131.4122,PROCEDURAL,CONFLICT RESOLUTION
131.4122,PROCEDURAL,RULE SELECTED: ignore_non_A
131.4622,PROCEDURAL,RULE FIRED: ignore_non_A
131.4622,g,MODIFIED
131.4622,PROCEDURAL,CONFLICT RESOLUTION
131.4622,PROCEDURAL,RULE SELECTED: reset_goal
131.5122,PROCEDURAL,RULE FIRED: reset_goal
131.5122,g,MODIFIED
131.5122,PROCEDURAL,CONFLICT RESOLUTION
131.5122,PROCEDURAL,RULE SELECTED: encode_letter
131.5622,PROCEDURAL,RULE FIRED: encode_letter
131.5622,g,MODIFIED
131.5622,g2,CLEARED
131.5622,PROCEDURAL,CONFLICT RESOLUTION
131.5622,PROCEDURAL,NO RULE FOUND
131.7622,g2,CREATED A CHUNK: image(img=  )
131.7622,PROCEDURAL,CONFLICT RESOLUTION
131.7622,PROCEDURAL,RULE SELECTED: ignore_non_A
131.8122,PROCEDURAL,RULE FIRED: ignore_non_A
131.8122,g,MODIFIED
131.8122,PROCEDURAL,CONFLICT RESOLUTION
131.8122,PROCEDURAL,RULE SELECTED: reset_goal
131.8622,PROCEDURAL,RULE FIRED: reset_goal
131.8622,g,MODIFIED
131.8622,PROCEDURAL,CONFLICT RESOLUTION
131.8622,PROCEDURAL,RULE SELECTED: encode_letter
131.9122,PROCEDURAL,RULE FIRED: encode_letter
131.9122,g,MODIFIED
131.9122,g2,CLEARED
131.9122,PROCEDURAL,CONFLICT RESOLUTION
131.9122,PROCEDURAL,NO RULE FOUND
132.0,PROCEDURAL,CONFLICT RESOLUTION
132.0,PROCEDURAL,NO RULE FOUND
132.0157,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
132.0157,PROCEDURAL,CONFLICT RESOLUTION
132.0157,PROCEDURAL,NO RULE FOUND
132.1122,g2,CREATED A CHUNK: image(img=  )
132.1122,PROCEDURAL,CONFLICT RESOLUTION
132.1122,PROCEDURAL,RULE SELECTED: ignore_non_A
132.1622,PROCEDURAL,RULE FIRED: ignore_non_A
132.1622,g,MODIFIED
132.1622,PROCEDURAL,CONFLICT RESOLUTION
132.1622,PROCEDURAL,RULE SELECTED: reset_goal
132.2122,PROCEDURAL,RULE FIRED: reset_goal
132.2122,g,MODIFIED
132.2122,PROCEDURAL,CONFLICT RESOLUTION
132.2122,PROCEDURAL,RULE SELECTED: encode_letter
132.2622,PROCEDURAL,RULE FIRED: encode_letter
132.2622,g,MODIFIED
132.2622,g2,CLEARED
132.2622,PROCEDURAL,CONFLICT RESOLUTION
132.2622,PROCEDURAL,NO RULE FOUND
132.4622,g2,CREATED A CHUNK: image(img= A)
132.4622,PROCEDURAL,CONFLICT RESOLUTION
132.4622,PROCEDURAL,RULE SELECTED: respond_to_A
132.5122,PROCEDURAL,RULE FIRED: respond_to_A
132.5122,g,MODIFIED
132.5122,manual,COMMAND: press_key
132.5122,manual,PREPARATION COMPLETE
132.5122,PROCEDURAL,CONFLICT RESOLUTION
132.5122,PROCEDURAL,RULE SELECTED: reset_goal
132.5622,manual,INITIATION COMPLETE
132.5622,PROCEDURAL,RULE FIRED: reset_goal
132.5622,g,MODIFIED
132.5622,PROCEDURAL,CONFLICT RESOLUTION
132.5622,PROCEDURAL,RULE SELECTED: encode_letter
132.6122,PROCEDURAL,RULE FIRED: encode_letter
132.6122,g,MODIFIED
132.6122,g2,CLEARED
132.6122,PROCEDURAL,CONFLICT RESOLUTION
132.6122,PROCEDURAL,NO RULE FOUND
132.6622,manual,KEY PRESSED: 1
132.6622,PROCEDURAL,CONFLICT RESOLUTION
132.6622,PROCEDURAL,NO RULE FOUND
132.8122,manual,MOVEMENT FINISHED
132.8122,g2,CREATED A CHUNK: image(img= A)
132.8122,PROCEDURAL,CONFLICT RESOLUTION
132.8122,PROCEDURAL,RULE SELECTED: respond_to_A
132.8622,PROCEDURAL,RULE FIRED: respond_to_A
132.8622,g,MODIFIED
132.8622,manual,COMMAND: press_key
132.8622,manual,PREPARATION COMPLETE
132.8622,PROCEDURAL,CONFLICT RESOLUTION
132.8622,PROCEDURAL,RULE SELECTED: reset_goal
132.9122,manual,INITIATION COMPLETE
132.9122,PROCEDURAL,RULE FIRED: reset_goal
132.9122,g,MODIFIED
132.9122,PROCEDURAL,CONFLICT RESOLUTION
132.9122,PROCEDURAL,RULE SELECTED: encode_letter
132.9622,PROCEDURAL,RULE FIRED: encode_letter
132.9622,g,MODIFIED
132.9622,g2,CLEARED
132.9622,PROCEDURAL,CONFLICT RESOLUTION
132.9622,PROCEDURAL,NO RULE FOUND
133.0,PROCEDURAL,CONFLICT RESOLUTION
133.0,PROCEDURAL,NO RULE FOUND
133.0046,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
133.0046,PROCEDURAL,CONFLICT RESOLUTION
133.0046,PROCEDURAL,NO RULE FOUND
133.0122,manual,KEY PRESSED: 1
133.0122,PROCEDURAL,CONFLICT RESOLUTION
133.0122,PROCEDURAL,NO RULE FOUND
133.1622,manual,MOVEMENT FINISHED
133.1622,g2,CREATED A CHUNK: image(img= A)
133.1622,PROCEDURAL,CONFLICT RESOLUTION
133.1622,PROCEDURAL,RULE SELECTED: respond_to_A
133.2122,PROCEDURAL,RULE FIRED: respond_to_A
133.2122,g,MODIFIED
133.2122,manual,COMMAND: press_key
133.2122,manual,PREPARATION COMPLETE
133.2122,PROCEDURAL,CONFLICT RESOLUTION
133.2122,PROCEDURAL,RULE SELECTED: reset_goal
133.2622,manual,INITIATION COMPLETE
133.2622,PROCEDURAL,RULE FIRED: reset_goal
133.2622,g,MODIFIED
133.2622,PROCEDURAL,CONFLICT RESOLUTION
133.2622,PROCEDURAL,RULE SELECTED: encode_letter
133.3122,PROCEDURAL,RULE FIRED: encode_letter
133.3122,g,MODIFIED
133.3122,g2,CLEARED
133.3122,PROCEDURAL,CONFLICT RESOLUTION
133.3122,PROCEDURAL,NO RULE FOUND
133.3622,manual,KEY PRESSED: 1
133.3622,PROCEDURAL,CONFLICT RESOLUTION
133.3622,PROCEDURAL,NO RULE FOUND
133.5122,manual,MOVEMENT FINISHED
133.5122,g2,CREATED A CHUNK: image(img=  )
133.5122,PROCEDURAL,CONFLICT RESOLUTION
133.5122,PROCEDURAL,RULE SELECTED: ignore_non_A
133.5622,PROCEDURAL,RULE FIRED: ignore_non_A
133.5622,g,MODIFIED
